Wavelength (nm),Sum(calc),Na I (9.9e-6),Na II (2.1e-4),Na III (7.5e-23),Mg I (3.2e-4),Mg II (2.7e-3),Mg III (1.6e-6),Al I (1.9e-4),Al II (1.3e-3),Al III (3.7e-8),Si I (8.6e-4),Si II (1.6e-3),Si III (7.6e-8),K I (3.5e-6),K II (1.1e-4),K III (3.2e-15),Ca I (1.9e-2),Ca II (4.7e-1),Ca III (6.5e-3),Mn I (2.4e-5),Mn II (1.9e-4),Fe I (6.8e-5),Fe II (3.7e-4),Fe III (5.0e-8),Cu I (4.4e-7),Cu II (1.1e-6),Zn I (1.8e-6),Zn II (2.8e-6),Mo I (0.0e+0),Pb I (0.0e+0),Pb II (0.0e+0)
568.27,8.840e-1,8.634e-1,,,2.775e-15,6.459e-18,,2.416e-14,1.976e-20,3.627e-13,3.949e-15,1.518e-4,1.853e-18,3.091e-18,2.573e-23,,5.605e-13,3.128e-14,1.545e-20,1.270e-16,6.334e-18,2.039e-2,1.283e-19,1.198e-15,,1.660e-22,2.022e-17,2.052e-20,0,,
568.29,9.131e-1,8.909e-1,,,2.775e-15,6.461e-18,,2.415e-14,1.981e-20,4.833e-13,3.948e-15,1.600e-4,2.464e-18,3.090e-18,2.574e-23,,5.612e-13,3.129e-14,1.979e-20,1.270e-16,6.333e-18,2.203e-2,1.278e-19,1.235e-15,,1.659e-22,2.022e-17,2.052e-20,0,,
568.32,9.564e-1,9.317e-1,,,2.775e-15,6.464e-18,,2.415e-14,1.989e-20,7.375e-13,3.947e-15,1.739e-4,3.750e-18,3.087e-18,2.576e-23,,5.622e-13,3.131e-14,2.848e-20,1.271e-16,6.331e-18,2.454e-2,1.271e-19,1.378e-15,,1.658e-22,2.021e-17,2.050e-20,0,,
568.34,9.851e-1,9.587e-1,,,2.775e-15,6.465e-18,,2.414e-14,1.994e-20,9.726e-13,3.947e-15,1.841e-4,4.935e-18,3.086e-18,2.578e-23,,5.629e-13,3.132e-14,3.610e-20,1.271e-16,6.329e-18,2.624e-2,1.266e-19,1.533e-15,,1.658e-22,2.021e-17,2.049e-20,0,,
568.37,1.028e+0,9.988e-1,,,2.774e-15,6.468e-18,,2.414e-14,2.001e-20,1.461e-12,3.946e-15,2.010e-4,7.392e-18,3.083e-18,2.580e-23,,5.639e-13,3.133e-14,5.114e-20,1.272e-16,6.327e-18,2.878e-2,1.258e-19,1.863e-15,,1.657e-22,2.021e-17,2.048e-20,0,,
568.39,1.056e+0,1.025e+0,,,2.774e-15,6.470e-18,,2.413e-14,2.007e-20,1.907e-12,3.945e-15,2.135e-4,9.627e-18,3.082e-18,2.581e-23,,5.645e-13,3.134e-14,6.416e-20,1.272e-16,6.326e-18,3.044e-2,1.253e-19,2.153e-15,,1.656e-22,2.021e-17,2.047e-20,0,,
568.42,1.098e+0,1.065e+0,,,2.774e-15,6.473e-18,,2.413e-14,2.014e-20,2.821e-12,3.944e-15,2.337e-4,1.420e-17,3.079e-18,2.584e-23,,5.655e-13,3.136e-14,8.946e-20,1.272e-16,6.324e-18,3.287e-2,1.246e-19,2.707e-15,,1.656e-22,2.021e-17,2.046e-20,0,,
568.44,1.126e+0,1.091e+0,,,2.774e-15,6.474e-18,,2.412e-14,2.019e-20,3.643e-12,3.944e-15,2.483e-4,1.830e-17,3.078e-18,2.585e-23,,5.662e-13,3.137e-14,1.111e-19,1.273e-16,6.323e-18,3.442e-2,1.241e-19,3.164e-15,,1.655e-22,2.020e-17,2.045e-20,0,,
568.47,1.167e+0,1.130e+0,,,2.773e-15,6.477e-18,,2.412e-14,2.027e-20,5.306e-12,3.943e-15,2.718e-4,2.657e-17,3.075e-18,2.587e-23,,5.672e-13,3.138e-14,1.525e-19,1.273e-16,6.321e-18,3.658e-2,1.233e-19,3.998e-15,,1.654e-22,2.020e-17,2.043e-20,0,,
568.49,1.194e+0,1.156e+0,,,2.773e-15,6.479e-18,,2.411e-14,2.032e-20,6.782e-12,3.942e-15,2.884e-4,3.389e-17,3.074e-18,2.589e-23,,5.679e-13,3.139e-14,1.874e-19,1.274e-16,6.319e-18,3.790e-2,1.228e-19,4.663e-15,,1.654e-22,2.020e-17,2.042e-20,0,,
568.52,1.233e+0,1.193e+0,,,2.773e-15,6.482e-18,,2.411e-14,2.040e-20,9.724e-12,3.941e-15,3.144e-4,4.845e-17,3.071e-18,2.591e-23,,5.689e-13,3.140e-14,2.533e-19,1.274e-16,6.317e-18,3.966e-2,1.221e-19,5.846e-15,,1.653e-22,2.020e-17,2.041e-20,0,,
568.54,1.258e+0,1.217e+0,,,2.773e-15,6.483e-18,,2.410e-14,2.045e-20,1.230e-11,3.941e-15,3.324e-4,6.116e-17,3.070e-18,2.593e-23,,5.696e-13,3.141e-14,3.080e-19,1.274e-16,6.316e-18,4.067e-2,1.216e-19,6.771e-15,,1.653e-22,2.020e-17,2.040e-20,0,,
568.56,1.282e+0,1.240e+0,,,2.773e-15,6.485e-18,,2.410e-14,2.050e-20,1.550e-11,3.940e-15,3.507e-4,7.689e-17,3.068e-18,2.594e-23,,5.702e-13,3.142e-14,3.730e-19,1.275e-16,6.315e-18,4.153e-2,1.211e-19,7.813e-15,,1.652e-22,2.019e-17,2.039e-20,0,,
568.59,1.315e+0,1.273e+0,,,2.772e-15,6.488e-18,,2.409e-14,2.058e-20,2.174e-11,3.939e-15,3.786e-4,1.075e-16,3.066e-18,2.596e-23,,5.713e-13,3.144e-14,4.933e-19,1.275e-16,6.313e-18,4.252e-2,1.204e-19,9.618e-15,,1.651e-22,2.019e-17,2.038e-20,0,,
568.61,1.336e+0,1.292e+0,,,2.772e-15,6.490e-18,,2.409e-14,2.063e-20,2.710e-11,3.939e-15,3.971e-4,1.338e-16,3.064e-18,2.598e-23,,5.719e-13,3.145e-14,5.912e-19,1.276e-16,6.311e-18,4.296e-2,1.199e-19,1.099e-14,,1.651e-22,2.019e-17,2.037e-20,0,,
568.64,1.362e+0,1.318e+0,,,2.772e-15,6.492e-18,,2.408e-14,2.071e-20,3.743e-11,3.938e-15,4.244e-4,1.842e-16,3.062e-18,2.600e-23,,5.729e-13,3.146e-14,7.696e-19,1.276e-16,6.309e-18,4.330e-2,1.191e-19,1.333e-14,,1.650e-22,2.019e-17,2.036e-20,0,,
568.66,1.377e+0,1.333e+0,,,2.772e-15,6.494e-18,,2.408e-14,2.076e-20,4.618e-11,3.937e-15,4.420e-4,2.269e-16,3.060e-18,2.602e-23,,5.736e-13,3.147e-14,9.129e-19,1.277e-16,6.308e-18,4.330e-2,1.186e-19,1.509e-14,,1.649e-22,2.019e-17,2.035e-20,0,,
568.69,1.394e+0,1.350e+0,,,2.771e-15,6.497e-18,,2.407e-14,2.083e-20,6.279e-11,3.936e-15,4.670e-4,3.075e-16,3.058e-18,2.604e-23,,5.746e-13,3.149e-14,1.170e-18,1.277e-16,6.306e-18,4.296e-2,1.179e-19,1.803e-14,,1.649e-22,2.018e-17,2.033e-20,0,,
568.71,1.401e+0,1.358e+0,,,2.771e-15,6.499e-18,,2.407e-14,2.088e-20,7.667e-11,3.936e-15,4.824e-4,3.748e-16,3.056e-18,2.605e-23,,5.753e-13,3.150e-14,1.373e-18,1.277e-16,6.305e-18,4.252e-2,1.174e-19,2.019e-14,,1.648e-22,2.018e-17,2.032e-20,0,,
568.74,1.406e+0,1.364e+0,,,2.771e-15,6.501e-18,,2.406e-14,2.096e-20,1.026e-10,3.935e-15,5.031e-4,5.002e-16,3.054e-18,2.608e-23,,5.763e-13,3.151e-14,1.733e-18,1.278e-16,6.303e-18,4.153e-2,1.167e-19,2.376e-14,,1.647e-22,2.018e-17,2.031e-20,0,,
568.76,1.405e+0,1.363e+0,,,2.771e-15,6.503e-18,,2.406e-14,2.101e-20,1.240e-10,3.934e-15,5.152e-4,6.032e-16,3.052e-18,2.609e-23,,5.770e-13,3.152e-14,2.013e-18,1.278e-16,6.301e-18,4.067e-2,1.162e-19,2.635e-14,,1.647e-22,2.018e-17,2.030e-20,0,,
568.79,1.395e+0,1.356e+0,,,2.770e-15,6.506e-18,,2.405e-14,2.109e-20,1.635e-10,3.933e-15,5.301e-4,7.926e-16,3.050e-18,2.611e-23,,5.780e-13,3.154e-14,2.501e-18,1.279e-16,6.299e-18,3.911e-2,1.154e-19,3.053e-14,,1.646e-22,2.018e-17,2.029e-20,0,,
568.81,1.384e+0,1.346e+0,,,2.770e-15,6.507e-18,,2.405e-14,2.114e-20,1.955e-10,3.933e-15,5.377e-4,9.460e-16,3.048e-18,2.613e-23,,5.786e-13,3.155e-14,2.875e-18,1.279e-16,6.298e-18,3.790e-2,1.149e-19,3.351e-14,,1.645e-22,2.017e-17,2.028e-20,0,,
568.83,1.369e+0,1.332e+0,,,2.770e-15,6.509e-18,,2.404e-14,2.119e-20,2.328e-10,3.932e-15,5.434e-4,1.124e-15,3.047e-18,2.614e-23,,5.793e-13,3.156e-14,3.292e-18,1.279e-16,6.297e-18,3.658e-2,1.144e-19,3.663e-14,,1.645e-22,2.017e-17,2.027e-20,0,,
568.86,1.339e+0,1.304e+0,,,2.770e-15,6.512e-18,,2.404e-14,2.127e-20,3.002e-10,3.931e-15,5.480e-4,1.445e-15,3.044e-18,2.617e-23,,5.803e-13,3.157e-14,4.001e-18,1.280e-16,6.295e-18,3.442e-2,1.137e-19,4.155e-14,,1.644e-22,2.017e-17,2.026e-20,0,,
568.88,1.313e+0,1.280e+0,,,2.769e-15,6.514e-18,,2.403e-14,2.132e-20,3.538e-10,3.930e-15,5.484e-4,1.700e-15,3.043e-18,2.618e-23,,5.810e-13,3.158e-14,4.533e-18,1.280e-16,6.293e-18,3.287e-2,1.132e-19,4.497e-14,,1.644e-22,2.017e-17,2.025e-20,0,,
568.91,1.268e+0,1.237e+0,,,2.769e-15,6.516e-18,,2.403e-14,2.140e-20,4.492e-10,3.930e-15,5.449e-4,2.152e-15,3.040e-18,2.620e-23,,5.820e-13,3.159e-14,5.425e-18,1.281e-16,6.291e-18,3.044e-2,1.125e-19,5.024e-14,,1.643e-22,2.017e-17,2.023e-20,0,,
568.93,1.234e+0,1.204e+0,,,2.769e-15,6.518e-18,,2.402e-14,2.145e-20,5.239e-10,3.929e-15,5.399e-4,2.505e-15,3.039e-18,2.622e-23,,5.827e-13,3.160e-14,6.083e-18,1.281e-16,6.290e-18,2.878e-2,1.120e-19,5.382e-14,,1.642e-22,2.017e-17,2.022e-20,0,,
568.96,1.176e+0,1.149e+0,,,2.769e-15,6.521e-18,,2.402e-14,2.152e-20,6.548e-10,3.928e-15,5.285e-4,3.122e-15,3.036e-18,2.624e-23,,5.837e-13,3.162e-14,7.166e-18,1.282e-16,6.288e-18,2.624e-2,1.112e-19,5.924e-14,,1.641e-22,2.016e-17,2.021e-20,0,,
568.98,1.134e+0,1.109e+0,,,2.768e-15,6.523e-18,,2.401e-14,2.158e-20,7.559e-10,3.927e-15,5.184e-4,3.597e-15,3.035e-18,2.625e-23,,5.843e-13,3.163e-14,7.952e-18,1.282e-16,6.287e-18,2.454e-2,1.107e-19,6.283e-14,,1.641e-22,2.016e-17,2.020e-20,0,,
569.01,1.066e+0,1.043e+0,,,2.768e-15,6.525e-18,,2.401e-14,2.165e-20,9.302e-10,3.927e-15,4.999e-4,4.413e-15,3.032e-18,2.628e-23,,5.853e-13,3.164e-14,9.223e-18,1.282e-16,6.285e-18,2.203e-2,1.100e-19,6.812e-14,,1.640e-22,2.016e-17,2.019e-20,0,,
569.03,1.018e+0,9.974e-1,,,2.768e-15,6.527e-18,,2.400e-14,2.170e-20,1.063e-9,3.926e-15,4.854e-4,5.032e-15,3.031e-18,2.629e-23,,5.860e-13,3.165e-14,1.013e-17,1.283e-16,6.283e-18,2.039e-2,1.095e-19,7.154e-14,,1.640e-22,2.016e-17,2.018e-20,0,,
569.06,9.439e-1,9.254e-1,,,2.768e-15,6.530e-18,,2.400e-14,2.178e-20,1.287e-9,3.925e-15,4.610e-4,6.078e-15,3.028e-18,2.631e-23,,5.870e-13,3.167e-14,1.157e-17,1.283e-16,6.281e-18,1.802e-2,1.087e-19,7.642e-14,,1.639e-22,2.015e-17,2.017e-20,0,,
569.08,8.931e-1,8.761e-1,,,2.767e-15,6.532e-18,,2.399e-14,2.183e-20,1.455e-9,3.924e-15,4.432e-4,6.858e-15,3.027e-18,2.633e-23,,5.877e-13,3.168e-14,1.257e-17,1.284e-16,6.280e-18,1.651e-2,1.082e-19,7.946e-14,,1.638e-22,2.015e-17,2.016e-20,0,,
569.1,8.417e-1,8.262e-1,,,2.767e-15,6.533e-18,,2.399e-14,2.188e-20,1.639e-9,3.924e-15,4.244e-4,7.707e-15,3.025e-18,2.634e-23,,5.884e-13,3.169e-14,1.360e-17,1.284e-16,6.279e-18,1.506e-2,1.078e-19,8.231e-14,,1.638e-22,2.015e-17,2.015e-20,0,,
569.13,7.645e-1,7.511e-1,,,2.767e-15,6.536e-18,,2.398e-14,2.196e-20,1.942e-9,3.923e-15,3.948e-4,9.110e-15,3.023e-18,2.637e-23,,5.894e-13,3.170e-14,1.520e-17,1.285e-16,6.277e-18,1.302e-2,1.070e-19,8.613e-14,,1.637e-22,2.015e-17,2.013e-20,0,,
569.15,7.135e-1,7.014e-1,,,2.767e-15,6.538e-18,,2.398e-14,2.201e-20,2.164e-9,3.922e-15,3.744e-4,1.013e-14,3.021e-18,2.638e-23,,5.900e-13,3.171e-14,1.628e-17,1.285e-16,6.275e-18,1.175e-2,1.065e-19,8.835e-14,,1.636e-22,2.015e-17,2.012e-20,0,,
569.18,6.386e-1,6.282e-1,,,2.766e-15,6.541e-18,,2.397e-14,2.209e-20,2.526e-9,3.921e-15,3.434e-4,1.179e-14,3.019e-18,2.640e-23,,5.910e-13,3.173e-14,1.791e-17,1.285e-16,6.273e-18,1.000e-2,1.058e-19,9.114e-14,,1.636e-22,2.015e-17,2.011e-20,0,,
569.2,5.901e-1,5.808e-1,,,2.766e-15,6.542e-18,,2.397e-14,2.214e-20,2.785e-9,3.921e-15,3.227e-4,1.298e-14,3.017e-18,2.642e-23,,5.917e-13,3.174e-14,1.898e-17,1.286e-16,6.272e-18,8.936e-3,1.053e-19,9.260e-14,,1.635e-22,2.014e-17,2.010e-20,0,,
569.23,5.202e-1,5.124e-1,,,2.766e-15,6.545e-18,,2.396e-14,2.222e-20,3.200e-9,3.920e-15,2.921e-4,1.487e-14,3.015e-18,2.644e-23,,5.927e-13,3.175e-14,2.055e-17,1.286e-16,6.270e-18,7.488e-3,1.045e-19,9.416e-14,,1.634e-22,2.014e-17,2.009e-20,0,,
569.25,4.759e-1,4.690e-1,,,2.766e-15,6.547e-18,,2.396e-14,2.227e-20,3.492e-9,3.919e-15,2.723e-4,1.620e-14,3.013e-18,2.646e-23,,5.934e-13,3.176e-14,2.156e-17,1.287e-16,6.269e-18,6.620e-3,1.040e-19,9.478e-14,,1.634e-22,2.014e-17,2.008e-20,0,,
569.28,4.132e-1,4.075e-1,,,2.765e-15,6.549e-18,,2.395e-14,2.234e-20,3.950e-9,3.918e-15,2.439e-4,1.828e-14,3.011e-18,2.648e-23,,5.944e-13,3.178e-14,2.299e-17,1.287e-16,6.267e-18,5.460e-3,1.033e-19,9.504e-14,,1.633e-22,2.014e-17,2.007e-20,0,,
569.3,3.742e-1,3.692e-1,,,2.765e-15,6.551e-18,,2.395e-14,2.239e-20,4.266e-9,3.918e-15,2.261e-4,1.971e-14,3.009e-18,2.649e-23,,5.951e-13,3.179e-14,2.386e-17,1.287e-16,6.265e-18,4.778e-3,1.028e-19,9.479e-14,,1.632e-22,2.014e-17,2.006e-20,0,,
569.33,3.200e-1,3.159e-1,,,2.765e-15,6.554e-18,,2.394e-14,2.247e-20,4.751e-9,3.917e-15,2.012e-4,2.190e-14,3.007e-18,2.652e-23,,5.961e-13,3.180e-14,2.505e-17,1.288e-16,6.263e-18,3.880e-3,1.021e-19,9.377e-14,,1.632e-22,2.013e-17,2.004e-20,0,,
569.35,2.868e-1,2.833e-1,,,2.765e-15,6.556e-18,,2.394e-14,2.252e-20,5.078e-9,3.916e-15,1.860e-4,2.338e-14,3.006e-18,2.653e-23,,5.968e-13,3.181e-14,2.573e-17,1.288e-16,6.262e-18,3.359e-3,1.016e-19,9.269e-14,,1.631e-22,2.013e-17,2.003e-20,0,,
569.37,2.560e-1,2.530e-1,,,2.764e-15,6.558e-18,,2.393e-14,2.257e-20,5.405e-9,3.916e-15,1.722e-4,2.485e-14,3.004e-18,2.655e-23,,5.974e-13,3.182e-14,2.633e-17,1.289e-16,6.261e-18,2.897e-3,1.011e-19,9.130e-14,,1.631e-22,2.013e-17,2.002e-20,0,,
569.4,2.143e-1,2.119e-1,,,2.764e-15,6.560e-18,,2.393e-14,2.265e-20,5.889e-9,3.915e-15,1.539e-4,2.704e-14,3.002e-18,2.657e-23,,5.984e-13,3.183e-14,2.704e-17,1.289e-16,6.259e-18,2.301e-3,1.003e-19,8.869e-14,,1.630e-22,2.013e-17,2.001e-20,0,,
569.42,1.894e-1,1.873e-1,,,2.764e-15,6.562e-18,,2.392e-14,2.270e-20,6.203e-9,3.914e-15,1.434e-4,2.845e-14,3.000e-18,2.658e-23,,5.991e-13,3.184e-14,2.738e-17,1.290e-16,6.257e-18,1.964e-3,9.984e-20,8.663e-14,,1.629e-22,2.013e-17,2.000e-20,0,,
569.45,1.561e-1,1.544e-1,,,2.764e-15,6.565e-18,,2.392e-14,2.278e-20,6.654e-9,3.913e-15,1.305e-4,3.049e-14,2.998e-18,2.660e-23,,6.001e-13,3.186e-14,2.768e-17,1.290e-16,6.255e-18,1.536e-3,9.910e-20,8.312e-14,,1.628e-22,2.012e-17,1.999e-20,0,,
569.47,1.365e-1,1.351e-1,,,2.763e-15,6.566e-18,,2.391e-14,2.283e-20,6.937e-9,3.913e-15,1.238e-4,3.178e-14,2.996e-18,2.662e-23,,6.008e-13,3.187e-14,2.774e-17,1.290e-16,6.254e-18,1.297e-3,9.860e-20,8.055e-14,,1.628e-22,2.012e-17,1.998e-20,0,,
569.5,1.108e-1,1.097e-1,,,2.763e-15,6.569e-18,,2.391e-14,2.291e-20,7.326e-9,3.912e-15,1.165e-4,3.357e-14,2.994e-18,2.664e-23,,6.018e-13,3.188e-14,2.761e-17,1.291e-16,6.252e-18,9.985e-4,9.786e-20,7.640e-14,,1.627e-22,2.012e-17,1.997e-20,0,,
569.52,9.588e-2,9.494e-2,,,2.763e-15,6.571e-18,,2.390e-14,2.296e-20,7.558e-9,3.911e-15,1.136e-4,3.465e-14,2.992e-18,2.666e-23,,6.025e-13,3.189e-14,2.738e-17,1.291e-16,6.251e-18,8.344e-4,9.736e-20,7.350e-14,,1.627e-22,2.012e-17,1.996e-20,0,,
569.55,7.663e-2,7.588e-2,,,2.763e-15,6.574e-18,,2.390e-14,2.303e-20,7.859e-9,3.910e-15,1.120e-4,3.609e-14,2.990e-18,2.668e-23,,6.035e-13,3.191e-14,2.683e-17,1.292e-16,6.249e-18,6.325e-4,9.662e-20,6.900e-14,,1.626e-22,2.012e-17,1.994e-20,0,,
569.57,6.566e-2,6.502e-2,,,2.762e-15,6.575e-18,,2.389e-14,2.309e-20,8.024e-9,3.910e-15,1.128e-4,3.691e-14,2.988e-18,2.669e-23,,6.041e-13,3.192e-14,2.633e-17,1.292e-16,6.247e-18,5.231e-4,9.613e-20,6.595e-14,,1.625e-22,2.011e-17,1.993e-20,0,,
569.6,5.168e-2,5.117e-2,,,2.762e-15,6.578e-18,,2.389e-14,2.316e-20,8.214e-9,3.909e-15,1.166e-4,3.794e-14,2.986e-18,2.672e-23,,6.051e-13,3.193e-14,2.540e-17,1.293e-16,6.245e-18,3.903e-4,9.538e-20,6.137e-14,,1.624e-22,2.011e-17,1.992e-20,0,,
569.62,4.383e-2,4.339e-2,,,2.762e-15,6.580e-18,,2.388e-14,2.321e-20,8.300e-9,3.908e-15,1.209e-4,3.848e-14,2.984e-18,2.673e-23,,6.058e-13,3.194e-14,2.467e-17,1.293e-16,6.244e-18,3.194e-4,9.489e-20,5.834e-14,,1.624e-22,2.011e-17,1.991e-20,0,,
569.64,3.703e-2,3.664e-2,,,2.762e-15,6.582e-18,,2.388e-14,2.326e-20,8.352e-9,3.907e-15,1.266e-4,3.890e-14,2.983e-18,2.675e-23,,6.065e-13,3.195e-14,2.386e-17,1.293e-16,6.242e-18,2.603e-4,9.439e-20,5.536e-14,,1.623e-22,2.011e-17,1.990e-20,0,,
569.67,2.854e-2,2.821e-2,,,2.761e-15,6.584e-18,,2.387e-14,2.334e-20,8.365e-9,3.907e-15,1.373e-4,3.933e-14,2.980e-18,2.677e-23,,6.075e-13,3.197e-14,2.252e-17,1.294e-16,6.240e-18,1.901e-4,9.365e-20,5.103e-14,,1.623e-22,2.011e-17,1.989e-20,0,,
569.69,2.388e-2,2.358e-2,,,2.761e-15,6.586e-18,,2.387e-14,2.339e-20,8.330e-9,3.906e-15,1.460e-4,3.948e-14,2.979e-18,2.678e-23,,6.082e-13,3.198e-14,2.156e-17,1.294e-16,6.239e-18,1.533e-4,9.316e-20,4.826e-14,,1.622e-22,2.011e-17,1.988e-20,0,,
569.72,1.814e-2,1.787e-2,,,2.761e-15,6.589e-18,,2.386e-14,2.347e-20,8.214e-9,3.905e-15,1.610e-4,3.952e-14,2.976e-18,2.681e-23,,6.092e-13,3.199e-14,2.004e-17,1.295e-16,6.237e-18,1.102e-4,9.242e-20,4.431e-14,,1.621e-22,2.010e-17,1.987e-20,0,,
569.74,1.504e-2,1.478e-2,,,2.761e-15,6.591e-18,,2.386e-14,2.352e-20,8.095e-9,3.904e-15,1.722e-4,3.945e-14,2.975e-18,2.682e-23,,6.098e-13,3.200e-14,1.898e-17,1.295e-16,6.236e-18,8.794e-5,9.192e-20,4.184e-14,,1.621e-22,2.010e-17,1.986e-20,0,,
569.77,1.128e-2,1.103e-2,,,2.760e-15,6.593e-18,,2.385e-14,2.360e-20,7.859e-9,3.904e-15,1.907e-4,3.922e-14,2.972e-18,2.684e-23,,6.108e-13,3.202e-14,1.736e-17,1.296e-16,6.234e-18,6.222e-5,9.118e-20,3.837e-14,,1.620e-22,2.010e-17,1.984e-20,0,,
569.79,9.282e-3,9.029e-3,,,2.760e-15,6.595e-18,,2.385e-14,2.365e-20,7.665e-9,3.903e-15,2.039e-4,3.900e-14,2.971e-18,2.686e-23,,6.115e-13,3.203e-14,1.628e-17,1.296e-16,6.232e-18,4.915e-5,9.068e-20,3.624e-14,,1.619e-22,2.010e-17,1.983e-20,0,,
569.82,6.893e-3,6.634e-3,,,2.760e-15,6.598e-18,,2.384e-14,2.373e-20,7.326e-9,3.902e-15,2.247e-4,3.862e-14,2.968e-18,2.688e-23,,6.125e-13,3.204e-14,1.466e-17,1.296e-16,6.230e-18,3.423e-5,8.994e-20,3.329e-14,,1.619e-22,2.010e-17,1.982e-20,0,,
569.84,5.639e-3,5.373e-3,,,2.760e-15,6.600e-18,,2.384e-14,2.378e-20,7.072e-9,3.901e-15,2.392e-4,3.836e-14,2.967e-18,2.690e-23,,6.132e-13,3.205e-14,1.360e-17,1.297e-16,6.229e-18,2.676e-5,8.945e-20,3.150e-14,,1.618e-22,2.009e-17,1.981e-20,0,,
569.87,4.166e-3,3.887e-3,,,2.759e-15,6.602e-18,,2.383e-14,2.385e-20,6.654e-9,3.901e-15,2.615e-4,3.799e-14,2.964e-18,2.692e-23,,6.142e-13,3.206e-14,1.206e-17,1.297e-16,6.227e-18,1.835e-5,8.870e-20,2.907e-14,,1.617e-22,2.009e-17,1.980e-20,0,,
569.89,3.406e-3,3.115e-3,,,2.759e-15,6.604e-18,,2.383e-14,2.390e-20,6.357e-9,3.900e-15,2.765e-4,3.778e-14,2.963e-18,2.693e-23,,6.149e-13,3.207e-14,1.108e-17,1.298e-16,6.226e-18,1.419e-5,8.821e-20,2.761e-14,,1.617e-22,2.009e-17,1.979e-20,0,,
569.91,2.789e-3,2.487e-3,,,2.759e-15,6.606e-18,,2.383e-14,2.396e-20,6.047e-9,3.899e-15,2.915e-4,3.763e-14,2.961e-18,2.695e-23,,6.155e-13,3.208e-14,1.013e-17,1.298e-16,6.224e-18,1.093e-5,8.771e-20,2.627e-14,,1.616e-22,2.009e-17,1.978e-20,0,,
569.94,2.081e-3,1.760e-3,,,2.759e-15,6.608e-18,,2.382e-14,2.403e-20,5.567e-9,3.898e-15,3.138e-4,3.754e-14,2.959e-18,2.697e-23,,6.165e-13,3.210e-14,8.787e-18,1.298e-16,6.222e-18,7.336e-6,8.697e-20,2.446e-14,,1.615e-22,2.009e-17,1.977e-20,0,,
569.96,1.724e-3,1.390e-3,,,2.759e-15,6.610e-18,,2.382e-14,2.408e-20,5.241e-9,3.898e-15,3.282e-4,3.758e-14,2.957e-18,2.698e-23,,6.172e-13,3.211e-14,7.952e-18,1.299e-16,6.221e-18,5.592e-6,8.648e-20,2.338e-14,,1.615e-22,2.008e-17,1.976e-20,0,,
569.99,1.321e-3,9.686e-4,,,2.758e-15,6.613e-18,,2.381e-14,2.416e-20,4.751e-9,3.897e-15,3.491e-4,3.784e-14,2.955e-18,2.701e-23,,6.182e-13,3.212e-14,6.792e-18,1.299e-16,6.219e-18,3.693e-6,8.574e-20,2.192e-14,,1.614e-22,2.008e-17,1.974e-20,0,,
570.01,1.122e-3,7.572e-4,,,2.758e-15,6.615e-18,,2.381e-14,2.421e-20,4.426e-9,3.896e-15,3.623e-4,3.814e-14,2.953e-18,2.702e-23,,6.189e-13,3.213e-14,6.083e-18,1.300e-16,6.218e-18,2.786e-6,8.524e-20,2.104e-14,,1.614e-22,2.008e-17,1.973e-20,0,,
570.04,9.019e-4,5.194e-4,,,2.758e-15,6.617e-18,,2.380e-14,2.429e-20,3.950e-9,3.895e-15,3.808e-4,3.881e-14,2.951e-18,2.704e-23,,6.199e-13,3.215e-14,5.115e-18,1.300e-16,6.216e-18,1.812e-6,1.923e-19,1.985e-14,,1.613e-22,2.008e-17,1.972e-20,0,,
570.06,7.953e-4,4.018e-4,,,2.758e-15,6.619e-18,,2.380e-14,2.434e-20,3.642e-9,3.895e-15,3.921e-4,3.941e-14,2.949e-18,2.706e-23,,6.206e-13,3.216e-14,4.533e-18,1.300e-16,6.214e-18,1.353e-6,3.290e-19,1.912e-14,,1.612e-22,2.008e-17,1.971e-20,0,,
570.09,6.796e-4,2.713e-4,,,2.757e-15,6.622e-18,,2.379e-14,2.442e-20,3.200e-9,3.894e-15,4.074e-4,4.051e-14,2.947e-18,2.708e-23,,6.216e-13,3.217e-14,3.753e-18,1.301e-16,6.212e-18,8.658e-7,7.309e-19,1.811e-14,,1.611e-22,2.007e-17,1.970e-20,0,,
570.11,6.248e-4,2.077e-4,,,2.757e-15,6.624e-18,,2.378e-14,2.447e-20,2.920e-9,3.893e-15,4.164e-4,4.137e-14,2.945e-18,2.710e-23,,6.222e-13,3.218e-14,3.292e-18,1.301e-16,6.211e-18,6.397e-7,1.238e-18,1.748e-14,,1.611e-22,2.007e-17,1.969e-20,0,,
570.14,5.665e-4,1.381e-4,,,2.757e-15,6.626e-18,,2.378e-14,2.454e-20,2.526e-9,3.892e-15,4.280e-4,4.284e-14,2.943e-18,2.712e-23,,6.233e-13,3.220e-14,2.683e-18,1.302e-16,6.209e-18,4.031e-7,2.708e-18,1.659e-14,,1.610e-22,2.007e-17,1.967e-20,0,,
570.16,5.394e-4,1.046e-4,,,2.757e-15,6.628e-18,,2.377e-14,2.460e-20,2.281e-9,3.892e-15,4.344e-4,4.392e-14,2.941e-18,2.713e-23,,6.239e-13,3.221e-14,2.329e-18,1.302e-16,6.208e-18,2.947e-7,4.539e-18,1.603e-14,,1.610e-22,2.007e-17,1.967e-20,0,,
