Wavelength (nm),Sum(calc),Li I (3.1e-6),Li II (6.8e-5),Li III (1.6e-38),C I (2.2e-3),C II (1.1e-4),C III (3.2e-13),Na I (2.8e-3),Na II (5.7e-2),Na III (1.1e-20),Mg I (1.2e-2),Mg II (9.4e-2),Mg III (4.6e-5),Al I (2.1e-2),Al II (1.3e-1),Al III (2.9e-6),Si I (1.5e-1),Si II (2.6e-1),Si III (9.5e-6),K I (8.5e-4),K II (2.6e-2),K III (4.9e-13),Ca I (3.5e-3),Ca II (8.2e-2),Ca III (9.6e-4),Ti I (9.7e-4),Ti II (1.5e-2),Ti III (2.6e-5),Cr I (1.4e-5),Cr II (1.3e-4),Mn I (1.6e-4),Mn II (1.2e-3),Fe I (1.5e-2),Fe II (7.7e-2),Fe III (8.3e-6),Ni I (3.5e-5),Ni II (9.7e-5),Ni III (2.6e-9),Cu I (1.3e-5),Cu II (2.9e-5),Zn I (5.3e-5),Zn II (7.3e-5),Pr II (1.6e-2),Eu I (7.7e-4),Eu II (3.0e-2),Tm I (1.7e-5),Tm II (4.9e-4)
507.73,5.349e+0,1.040e-24,1.816e-59,,3.067e-29,3.376e-37,1.639e-54,6.993e-19,,7.918e-67,2.314e-23,1.611e-26,,1.287e-24,1.210e-27,2.186e-37,1.107e-24,2.734e-26,7.341e-40,1.338e-7,7.722e-31,,5.448e-24,7.680e-26,7.434e-23,6.987e-5,3.178e-3,8.310e-15,3.218e-28,3.106e-27,7.043e-27,3.677e-28,5.084e+0,2.335e-1,3.146e-10,2.740e-2,,6.738e-37,1.712e-26,1.293e-20,6.086e-24,7.076e-29,4.722e-24,1.096e-12,,1.061e-3,
507.75,3.722e+0,1.042e-24,1.795e-59,,3.082e-29,3.382e-37,1.647e-54,2.936e-19,,7.919e-67,2.315e-23,1.612e-26,,1.287e-24,1.206e-27,2.185e-37,1.107e-24,2.730e-26,7.265e-40,3.449e-7,7.716e-31,,5.451e-24,7.687e-26,1.668e-22,3.059e-5,1.557e-3,2.024e-14,3.242e-28,3.109e-27,7.061e-27,3.679e-28,3.486e+0,1.907e-1,3.490e-10,4.302e-2,,6.743e-37,1.713e-26,3.069e-21,6.086e-24,7.080e-29,4.727e-24,2.895e-13,,6.082e-4,
507.77,2.543e+0,1.044e-24,1.774e-59,,3.097e-29,3.388e-37,1.655e-54,1.198e-19,,7.920e-67,2.316e-23,1.613e-26,,1.287e-24,1.203e-27,2.183e-37,1.107e-24,2.726e-26,7.189e-40,8.648e-7,7.711e-31,,5.454e-24,7.694e-26,3.639e-22,1.303e-5,7.416e-4,4.799e-14,3.266e-28,3.112e-27,7.078e-27,3.680e-28,2.324e+0,1.518e-1,3.791e-10,6.576e-2,,6.748e-37,1.714e-26,7.898e-22,6.087e-24,7.084e-29,4.732e-24,7.434e-14,,3.395e-4,
507.78,2.093e+0,1.045e-24,1.764e-59,,3.105e-29,3.391e-37,1.660e-54,7.577e-20,,7.920e-67,2.316e-23,1.614e-26,,1.287e-24,1.201e-27,2.183e-37,1.108e-24,2.724e-26,7.151e-40,1.355e-6,7.708e-31,,5.456e-24,7.698e-26,5.320e-22,8.411e-6,5.065e-4,7.314e-14,3.278e-28,3.113e-27,7.086e-27,3.681e-28,1.878e+0,1.341e-1,3.920e-10,8.049e-2,,6.750e-37,1.714e-26,5.223e-22,6.087e-24,7.087e-29,4.734e-24,3.728e-14,,2.511e-4,
507.80,1.422e+0,1.048e-24,1.743e-59,,3.120e-29,3.396e-37,1.668e-54,2.966e-20,,7.921e-67,2.317e-23,1.615e-26,,1.287e-24,1.197e-27,2.181e-37,1.108e-24,2.720e-26,7.075e-40,3.259e-6,7.702e-31,,5.459e-24,7.704e-26,1.113e-21,3.434e-6,2.314e-4,1.664e-13,3.301e-28,3.116e-27,7.104e-27,3.683e-28,1.201e+0,1.029e-1,4.126e-10,1.182e-1,,6.755e-37,1.715e-26,9.075e-22,6.088e-24,7.091e-29,4.739e-24,9.177e-15,,1.346e-4,
507.82,9.936e-1,1.050e-24,1.722e-59,,3.135e-29,3.402e-37,1.676e-54,1.129e-20,,7.921e-67,2.318e-23,1.615e-26,,1.287e-24,1.193e-27,2.179e-37,1.109e-24,2.716e-26,6.999e-40,7.620e-6,7.696e-31,,5.462e-24,7.711e-26,2.266e-21,1.363e-6,1.028e-4,3.680e-13,3.325e-28,3.119e-27,7.121e-27,3.685e-28,7.469e-1,7.730e-2,4.253e-10,1.692e-1,,6.761e-37,1.716e-26,3.567e-21,6.089e-24,7.095e-29,4.744e-24,2.197e-15,,7.029e-5,
507.83,8.502e-1,1.051e-24,1.712e-59,,3.143e-29,3.405e-37,1.680e-54,6.893e-21,,7.922e-67,2.319e-23,1.616e-26,,1.287e-24,1.192e-27,2.179e-37,1.109e-24,2.714e-26,6.961e-40,1.153e-5,7.693e-31,,5.464e-24,7.715e-26,3.198e-21,8.501e-7,6.777e-5,5.417e-13,3.337e-28,3.121e-27,7.129e-27,3.685e-28,5.831e-1,6.655e-2,4.284e-10,2.004e-1,,6.763e-37,1.717e-26,7.257e-21,6.089e-24,7.098e-29,4.746e-24,1.064e-15,,5.028e-5,
507.85,6.733e-1,1.053e-24,1.691e-59,,3.158e-29,3.410e-37,1.688e-54,2.516e-21,,7.923e-67,2.320e-23,1.617e-26,,1.286e-24,1.188e-27,2.177e-37,1.109e-24,2.709e-26,6.885e-40,2.587e-5,7.688e-31,,5.467e-24,7.722e-26,6.243e-21,3.237e-7,2.886e-5,1.149e-12,3.361e-28,3.123e-27,7.147e-27,3.687e-28,3.487e-1,4.898e-2,4.279e-10,2.755e-1,,6.768e-37,1.717e-26,2.960e-20,6.090e-24,7.102e-29,4.751e-24,2.441e-16,,2.522e-5,
507.87,6.097e-1,1.056e-24,1.670e-59,,3.173e-29,3.416e-37,1.696e-54,8.929e-22,,7.923e-67,2.321e-23,1.618e-26,,1.286e-24,1.184e-27,2.176e-37,1.110e-24,2.705e-26,6.809e-40,5.642e-5,7.682e-31,,5.470e-24,7.729e-26,1.185e-20,1.202e-7,1.195e-5,2.371e-12,3.384e-28,3.126e-27,7.164e-27,3.689e-28,2.042e-1,3.628e-2,4.185e-10,3.692e-1,,6.773e-37,1.718e-26,1.175e-19,6.091e-24,7.106e-29,4.756e-24,5.449e-17,,1.235e-5,
507.88,6.105e-1,1.057e-24,1.660e-59,,3.181e-29,3.419e-37,1.700e-54,5.264e-22,,7.924e-67,2.321e-23,1.618e-26,,1.286e-24,1.182e-27,2.175e-37,1.110e-24,2.703e-26,6.771e-40,8.246e-5,7.679e-31,,5.471e-24,7.732e-26,1.616e-20,7.281e-8,7.613e-6,3.371e-12,3.396e-28,3.128e-27,7.172e-27,3.690e-28,1.557e-1,3.162e-2,4.105e-10,4.231e-1,,6.776e-37,1.719e-26,2.317e-19,6.091e-24,7.109e-29,4.758e-24,2.547e-17,,8.594e-6,
507.90,6.623e-1,1.059e-24,1.639e-59,,3.196e-29,3.424e-37,1.708e-54,1.791e-22,,7.924e-67,2.322e-23,1.619e-26,,1.286e-24,1.179e-27,2.173e-37,1.110e-24,2.699e-26,6.695e-40,1.725e-4,7.673e-31,,5.474e-24,7.739e-26,2.941e-20,2.777e-8,3.023e-6,6.670e-12,3.420e-28,3.131e-27,7.189e-27,3.691e-28,9.169e-2,2.535e-2,3.887e-10,5.451e-1,,6.781e-37,1.720e-26,8.827e-19,6.092e-24,7.113e-29,4.763e-24,5.451e-18,,4.196e-6,
507.92,7.663e-1,1.061e-24,1.618e-59,,3.211e-29,3.430e-37,1.717e-54,5.928e-23,,7.925e-67,2.323e-23,1.620e-26,,1.286e-24,1.175e-27,2.172e-37,1.111e-24,2.695e-26,6.620e-40,3.510e-4,7.668e-31,,5.477e-24,7.746e-26,5.207e-20,1.546e-8,1.167e-6,1.284e-11,3.443e-28,3.134e-27,7.207e-27,3.693e-28,5.883e-2,2.287e-2,3.601e-10,6.843e-1,,6.786e-37,1.721e-26,3.271e-18,6.092e-24,7.117e-29,4.767e-24,1.134e-18,,2.283e-6,
507.93,8.335e-1,1.062e-24,1.608e-59,,3.218e-29,3.433e-37,1.721e-54,3.375e-23,,7.925e-67,2.324e-23,1.621e-26,,1.286e-24,1.173e-27,2.171e-37,1.111e-24,2.693e-26,6.582e-40,4.954e-4,7.665e-31,,5.479e-24,7.749e-26,6.857e-20,1.657e-8,7.179e-7,1.762e-11,3.455e-28,3.135e-27,7.215e-27,3.694e-28,5.073e-2,2.295e-2,3.437e-10,7.593e-1,,6.788e-37,1.721e-26,6.231e-18,6.093e-24,7.120e-29,4.770e-24,5.119e-19,,1.895e-6,
507.95,9.911e-1,1.064e-24,1.587e-59,,3.234e-29,3.439e-37,1.729e-54,1.071e-23,,7.926e-67,2.325e-23,1.622e-26,,1.286e-24,1.170e-27,2.169e-37,1.111e-24,2.689e-26,6.506e-40,9.667e-4,7.659e-31,,5.482e-24,7.756e-26,1.164e-19,3.506e-8,2.658e-7,3.253e-11,3.479e-28,3.138e-27,7.232e-27,3.696e-28,4.743e-2,2.570e-2,3.080e-10,9.170e-1,,6.793e-37,1.722e-26,2.215e-17,6.093e-24,7.124e-29,4.774e-24,1.021e-19,,1.942e-6,
507.97,1.172e+0,1.067e-24,1.566e-59,,3.249e-29,3.444e-37,1.737e-54,3.304e-24,,7.927e-67,2.326e-23,1.623e-26,,1.286e-24,1.166e-27,2.168e-37,1.112e-24,2.685e-26,6.430e-40,1.834e-3,7.653e-31,,5.485e-24,7.763e-26,1.923e-19,9.526e-8,9.572e-8,5.839e-11,3.503e-28,3.141e-27,7.250e-27,3.697e-28,5.930e-2,3.182e-2,2.697e-10,1.079e+0,,6.798e-37,1.723e-26,7.658e-17,6.094e-24,7.128e-29,4.779e-24,1.981e-20,,3.060e-6,
507.98,1.270e+0,1.068e-24,1.556e-59,,3.256e-29,3.447e-37,1.741e-54,1.816e-24,,7.927e-67,2.327e-23,1.623e-26,,1.286e-24,1.164e-27,2.167e-37,1.112e-24,2.683e-26,6.392e-40,2.501e-3,7.650e-31,,5.487e-24,7.766e-26,2.445e-19,1.582e-7,5.684e-8,7.741e-11,3.515e-28,3.142e-27,7.258e-27,3.698e-28,7.093e-2,3.615e-2,2.503e-10,1.160e+0,,6.801e-37,1.724e-26,1.409e-16,6.095e-24,7.131e-29,4.782e-24,8.635e-21,,4.119e-6,
508.00,1.474e+0,1.070e-24,1.535e-59,,3.272e-29,3.453e-37,1.749e-54,5.373e-25,,7.928e-67,2.328e-23,1.624e-26,,1.286e-24,1.161e-27,2.166e-37,1.113e-24,2.679e-26,6.316e-40,4.552e-3,7.645e-31,,5.490e-24,7.773e-26,3.872e-19,4.300e-7,1.962e-8,1.333e-10,3.538e-28,3.145e-27,7.275e-27,3.700e-28,1.071e-1,4.736e-2,2.118e-10,1.315e+0,,6.806e-37,1.725e-26,4.675e-16,6.095e-24,7.135e-29,4.786e-24,1.606e-21,,7.704e-6,
508.01,1.579e+0,1.071e-24,1.525e-59,,3.279e-29,3.456e-37,1.753e-54,2.892e-25,,7.928e-67,2.328e-23,1.624e-26,,1.286e-24,1.159e-27,2.165e-37,1.113e-24,2.676e-26,6.278e-40,6.077e-3,7.642e-31,,5.491e-24,7.777e-26,4.822e-19,7.021e-7,1.141e-8,1.730e-10,3.550e-28,3.147e-27,7.284e-27,3.701e-28,1.326e-1,5.425e-2,1.932e-10,1.386e+0,,6.808e-37,1.725e-26,8.428e-16,6.096e-24,7.137e-29,4.789e-24,6.855e-22,,1.053e-5,
508.03,1.797e+0,1.073e-24,1.504e-59,,3.294e-29,3.461e-37,1.761e-54,8.204e-26,,7.929e-67,2.329e-23,1.625e-26,,1.285e-24,1.155e-27,2.163e-37,1.113e-24,2.672e-26,6.202e-40,1.061e-2,7.636e-31,,5.494e-24,7.784e-26,7.324e-19,1.833e-6,3.778e-9,2.857e-10,3.574e-28,3.149e-27,7.301e-27,3.703e-28,2.020e-1,7.053e-2,1.582e-10,1.513e+0,,6.813e-37,1.726e-26,2.682e-15,6.096e-24,7.142e-29,4.793e-24,1.223e-22,,1.938e-5,
508.05,2.022e+0,1.076e-24,1.483e-59,,3.309e-29,3.467e-37,1.770e-54,2.263e-26,,7.930e-67,2.330e-23,1.626e-26,,1.285e-24,1.151e-27,2.162e-37,1.114e-24,2.668e-26,6.126e-40,1.801e-2,7.630e-31,,5.498e-24,7.791e-26,1.082e-18,4.656e-6,1.216e-9,4.588e-10,3.597e-28,3.152e-27,7.318e-27,3.704e-28,3.016e-1,8.994e-2,1.269e-10,1.612e+0,,6.818e-37,1.727e-26,8.305e-15,6.097e-24,7.146e-29,4.798e-24,2.120e-23,,3.476e-5,
508.06,2.138e+0,1.077e-24,1.473e-59,,3.317e-29,3.470e-37,1.774e-54,1.176e-26,,7.930e-67,2.331e-23,1.627e-26,,1.285e-24,1.150e-27,2.161e-37,1.114e-24,2.666e-26,6.088e-40,2.322e-2,7.627e-31,,5.499e-24,7.794e-26,1.301e-18,7.344e-6,6.829e-10,5.753e-10,3.609e-28,3.154e-27,7.327e-27,3.705e-28,3.651e-1,1.007e-1,1.130e-10,1.649e+0,,6.821e-37,1.727e-26,1.446e-14,6.097e-24,7.148e-29,4.801e-24,8.737e-24,,4.608e-5,
508.08,2.380e+0,1.079e-24,1.452e-59,,3.332e-29,3.475e-37,1.782e-54,3.112e-27,,7.931e-67,2.332e-23,1.628e-26,,1.285e-24,1.146e-27,2.160e-37,1.114e-24,2.662e-26,6.012e-40,3.780e-2,7.622e-31,,5.502e-24,7.801e-26,1.843e-18,1.789e-5,2.108e-10,8.860e-10,3.633e-28,3.157e-27,7.344e-27,3.707e-28,5.242e-1,1.239e-1,8.875e-11,1.694e+0,,6.826e-37,1.728e-26,4.296e-14,6.098e-24,7.152e-29,4.805e-24,1.453e-24,,7.932e-5,
508.10,2.643e+0,1.081e-24,1.431e-59,,3.347e-29,3.481e-37,1.790e-54,8.003e-28,,7.932e-67,2.333e-23,1.629e-26,,1.285e-24,1.142e-27,2.158e-37,1.115e-24,2.658e-26,5.936e-40,5.986e-2,7.616e-31,,5.505e-24,7.808e-26,2.540e-18,4.238e-5,6.328e-11,1.327e-9,3.657e-28,3.160e-27,7.361e-27,3.709e-28,7.322e-1,1.486e-1,6.956e-11,1.702e+0,,6.831e-37,1.729e-26,1.241e-13,6.099e-24,7.157e-29,4.810e-24,2.349e-25,,1.328e-4,
508.11,2.784e+0,1.082e-24,1.421e-59,,3.355e-29,3.484e-37,1.794e-54,4.017e-28,,7.932e-67,2.333e-23,1.629e-26,,1.285e-24,1.140e-27,2.157e-37,1.115e-24,2.656e-26,5.898e-40,7.454e-2,7.613e-31,,5.507e-24,7.811e-26,2.950e-18,6.455e-5,3.431e-11,1.607e-9,3.668e-28,3.161e-27,7.370e-27,3.709e-28,8.564e-1,1.612e-1,6.185e-11,1.692e+0,,6.834e-37,1.730e-26,2.089e-13,6.099e-24,7.159e-29,4.812e-24,2.434e-25,,1.700e-4,
508.13,3.093e+0,1.085e-24,1.400e-59,,3.370e-29,3.489e-37,1.802e-54,9.906e-29,,7.933e-67,2.334e-23,1.630e-26,,1.285e-24,1.137e-27,2.156e-37,1.115e-24,2.652e-26,5.822e-40,1.132e-1,7.607e-31,,5.510e-24,7.818e-26,3.898e-18,1.467e-4,9.876e-12,2.309e-9,3.692e-28,3.164e-27,7.387e-27,3.711e-28,1.147e+0,1.860e-1,5.007e-11,1.646e+0,,6.839e-37,1.731e-26,5.791e-13,6.100e-24,7.163e-29,4.817e-24,2.604e-25,,2.729e-4,
508.15,3.443e+0,1.087e-24,1.379e-59,,3.385e-29,3.495e-37,1.810e-54,2.376e-29,,7.934e-67,2.336e-23,1.631e-26,,1.285e-24,1.133e-27,2.154e-37,1.116e-24,2.648e-26,5.746e-40,1.672e-1,7.602e-31,,5.513e-24,7.825e-26,5.009e-18,3.241e-4,2.764e-12,3.225e-9,3.716e-28,3.167e-27,7.404e-27,3.713e-28,1.495e+0,2.092e-1,4.283e-11,1.571e+0,,6.844e-37,1.732e-26,1.562e-12,6.101e-24,7.168e-29,4.822e-24,2.774e-25,,4.262e-4,
508.16,3.635e+0,1.088e-24,1.369e-59,,3.393e-29,3.498e-37,1.814e-54,1.151e-29,,7.934e-67,2.336e-23,1.632e-26,,1.285e-24,1.131e-27,2.153e-37,1.116e-24,2.645e-26,5.708e-40,2.011e-1,7.599e-31,,5.514e-24,7.828e-26,5.620e-18,4.769e-4,1.447e-12,3.772e-9,3.728e-28,3.168e-27,7.413e-27,3.714e-28,1.689e+0,2.197e-1,4.076e-11,1.524e+0,,6.846e-37,1.732e-26,2.539e-12,6.101e-24,7.170e-29,4.824e-24,2.859e-25,,5.270e-4,
508.18,4.055e+0,1.090e-24,1.348e-59,,3.408e-29,3.504e-37,1.823e-54,2.648e-30,,7.935e-67,2.337e-23,1.632e-26,,1.285e-24,1.128e-27,2.152e-37,1.117e-24,2.641e-26,5.632e-40,2.848e-1,7.593e-31,,5.518e-24,7.835e-26,6.926e-18,1.011e-3,3.884e-13,5.054e-9,3.751e-28,3.171e-27,7.430e-27,3.715e-28,2.111e+0,2.378e-1,3.937e-11,1.420e+0,,6.851e-37,1.733e-26,6.571e-12,6.102e-24,7.174e-29,4.829e-24,3.029e-25,,7.892e-4,
508.20,4.520e+0,1.092e-24,1.327e-59,,3.423e-29,3.509e-37,1.831e-54,5.920e-31,,7.935e-67,2.338e-23,1.633e-26,,1.285e-24,1.124e-27,2.150e-37,1.117e-24,2.637e-26,5.556e-40,3.923e-1,7.587e-31,,5.521e-24,7.842e-26,8.301e-18,2.084e-3,1.014e-13,6.585e-9,3.775e-28,3.174e-27,7.447e-27,3.717e-28,2.565e+0,2.511e-1,4.114e-11,1.308e+0,,6.856e-37,1.734e-26,1.655e-11,6.102e-24,7.179e-29,4.834e-24,3.199e-25,,1.149e-3,
508.21,4.765e+0,1.094e-24,1.317e-59,,3.431e-29,3.512e-37,1.835e-54,2.770e-31,,7.936e-67,2.339e-23,1.634e-26,,1.284e-24,1.122e-27,2.150e-37,1.117e-24,2.635e-26,5.518e-40,4.557e-1,7.584e-31,,5.522e-24,7.846e-26,8.993e-18,2.960e-3,5.125e-14,7.439e-9,3.787e-28,3.175e-27,7.456e-27,3.718e-28,2.799e+0,2.557e-1,4.301e-11,1.251e+0,,6.859e-37,1.734e-26,2.599e-11,6.103e-24,7.181e-29,4.836e-24,3.284e-25,,1.373e-3,
508.23,5.275e+0,1.096e-24,1.296e-59,,3.446e-29,3.518e-37,1.843e-54,5.940e-32,,7.936e-67,2.340e-23,1.635e-26,,1.284e-24,1.119e-27,2.148e-37,1.118e-24,2.631e-26,5.442e-40,6.020e-1,7.579e-31,,5.525e-24,7.853e-26,1.034e-17,5.853e-3,1.283e-14,9.296e-9,3.811e-28,3.178e-27,7.473e-27,3.720e-28,3.262e+0,2.605e-1,4.827e-11,1.142e+0,,6.864e-37,1.735e-26,6.278e-11,6.103e-24,7.185e-29,4.841e-24,3.454e-25,,1.917e-3,
508.25,5.789e+0,1.098e-24,1.275e-59,,3.461e-29,3.523e-37,1.851e-54,1.238e-32,,7.937e-67,2.341e-23,1.636e-26,,1.284e-24,1.115e-27,2.146e-37,1.118e-24,2.627e-26,5.366e-40,7.735e-1,7.573e-31,,5.528e-24,7.859e-26,1.156e-17,1.126e-2,3.121e-15,1.130e-8,3.834e-28,3.181e-27,7.490e-27,3.721e-28,3.698e+0,2.594e-1,5.496e-11,1.044e+0,,6.869e-37,1.736e-26,1.476e-10,6.104e-24,7.190e-29,4.846e-24,3.624e-25,,2.605e-3,
508.26,6.040e+0,1.099e-24,1.265e-59,,3.469e-29,3.526e-37,1.855e-54,5.596e-33,,7.938e-67,2.341e-23,1.636e-26,,1.284e-24,1.113e-27,2.146e-37,1.118e-24,2.625e-26,5.328e-40,8.677e-1,7.570e-31,,5.530e-24,7.863e-26,1.209e-17,1.545e-2,1.524e-15,1.232e-8,3.846e-28,3.183e-27,7.499e-27,3.722e-28,3.896e+0,2.567e-1,5.862e-11,1.001e+0,,6.871e-37,1.737e-26,2.239e-10,6.104e-24,7.192e-29,4.848e-24,3.709e-25,,3.004e-3,
508.28,6.511e+0,1.101e-24,1.244e-59,,3.484e-29,3.532e-37,1.863e-54,1.119e-33,,7.938e-67,2.342e-23,1.637e-26,,1.284e-24,1.109e-27,2.144e-37,1.119e-24,2.621e-26,5.253e-40,1.069e+0,7.564e-31,,5.533e-24,7.870e-26,1.296e-17,2.849e-2,3.555e-16,1.437e-8,3.870e-28,3.185e-27,7.516e-27,3.724e-28,4.236e+0,2.474e-1,6.607e-11,9.261e-1,,6.876e-37,1.738e-26,5.051e-10,6.105e-24,7.196e-29,4.853e-24,3.879e-25,,3.914e-3,
508.30,6.918e+0,1.104e-24,1.223e-59,,3.499e-29,3.537e-37,1.871e-54,2.175e-34,,7.939e-67,2.343e-23,1.638e-26,,1.284e-24,1.106e-27,2.143e-37,1.119e-24,2.617e-26,5.177e-40,1.282e+0,7.559e-31,,5.536e-24,7.877e-26,1.352e-17,5.109e-2,8.067e-17,1.628e-8,3.893e-28,3.188e-27,7.533e-27,3.726e-28,4.479e+0,2.339e-1,7.311e-11,8.678e-1,,6.881e-37,1.739e-26,1.108e-9,6.106e-24,7.201e-29,4.857e-24,4.049e-25,,4.959e-3,
508.31,7.089e+0,1.105e-24,1.213e-59,,3.507e-29,3.540e-37,1.875e-54,9.489e-35,,7.939e-67,2.344e-23,1.639e-26,,1.284e-24,1.104e-27,2.142e-37,1.119e-24,2.614e-26,5.139e-40,1.388e+0,7.556e-31,,5.538e-24,7.880e-26,1.366e-17,6.772e-2,3.803e-17,1.716e-8,3.905e-28,3.190e-27,7.542e-27,3.727e-28,4.557e+0,2.260e-1,7.626e-11,8.444e-1,,6.884e-37,1.739e-26,1.625e-9,6.106e-24,7.203e-29,4.860e-24,4.135e-25,,5.525e-3,
508.33,7.356e+0,1.107e-24,1.192e-59,,3.522e-29,3.546e-37,1.884e-54,1.769e-35,,7.940e-67,2.345e-23,1.640e-26,,1.284e-24,1.100e-27,2.140e-37,1.120e-24,2.610e-26,5.063e-40,1.596e+0,7.550e-31,,5.541e-24,7.887e-26,1.366e-17,1.165e-1,8.274e-18,1.865e-8,3.929e-28,3.193e-27,7.559e-27,3.728e-28,4.621e+0,2.085e-1,8.146e-11,8.068e-1,,6.889e-37,1.740e-26,3.423e-9,6.107e-24,7.207e-29,4.864e-24,4.305e-25,,6.714e-3,
508.35,7.513e+0,1.109e-24,1.171e-59,,3.537e-29,3.552e-37,1.892e-54,3.206e-36,,7.941e-67,2.346e-23,1.641e-26,,1.284e-24,1.097e-27,2.139e-37,1.120e-24,2.606e-26,4.987e-40,1.784e+0,7.544e-31,,5.544e-24,7.894e-26,1.328e-17,1.949e-1,1.751e-18,1.972e-8,3.953e-28,3.196e-27,7.576e-27,3.730e-28,4.557e+0,1.901e-1,8.477e-11,7.783e-1,,6.894e-37,1.741e-26,7.014e-9,6.108e-24,7.212e-29,4.869e-24,4.475e-25,,7.935e-3,
508.36,7.550e+0,1.110e-24,1.161e-59,,3.544e-29,3.554e-37,1.896e-54,1.351e-36,,7.941e-67,2.347e-23,1.641e-26,,1.284e-24,1.095e-27,2.138e-37,1.121e-24,2.604e-26,4.949e-40,1.867e+0,7.541e-31,,5.545e-24,7.897e-26,1.296e-17,2.495e-1,7.968e-19,2.007e-8,3.965e-28,3.197e-27,7.585e-27,3.731e-28,4.479e+0,1.810e-1,8.562e-11,7.660e-1,,6.897e-37,1.742e-26,9.938e-9,6.108e-24,7.214e-29,4.872e-24,4.560e-25,,8.536e-3,
508.38,7.553e+0,1.113e-24,1.140e-59,,3.560e-29,3.560e-37,1.904e-54,2.348e-37,,7.942e-67,2.348e-23,1.642e-26,,1.284e-24,1.091e-27,2.136e-37,1.121e-24,2.600e-26,4.873e-40,2.001e+0,7.536e-31,,5.548e-24,7.904e-26,1.209e-17,4.004e-1,1.617e-19,2.035e-8,3.988e-28,3.200e-27,7.602e-27,3.733e-28,4.236e+0,1.639e-1,8.556e-11,7.422e-1,,6.902e-37,1.742e-26,1.954e-8,6.109e-24,7.218e-29,4.876e-24,4.730e-25,,9.676e-3,
508.40,7.484e+0,1.115e-24,1.119e-59,,3.575e-29,3.566e-37,1.912e-54,3.968e-38,,7.943e-67,2.349e-23,1.643e-26,,1.283e-24,1.088e-27,2.135e-37,1.121e-24,2.596e-26,4.797e-40,2.087e+0,7.530e-31,,5.551e-24,7.911e-26,1.097e-17,6.250e-1,3.189e-20,2.007e-8,4.012e-28,3.203e-27,7.619e-27,3.734e-28,3.896e+0,1.490e-1,8.318e-11,7.160e-1,,6.907e-37,1.743e-26,3.740e-8,6.109e-24,7.223e-29,4.881e-24,4.900e-25,,1.067e-2,
508.41,7.434e+0,1.116e-24,1.109e-59,,3.582e-29,3.569e-37,1.916e-54,1.614e-38,,7.943e-67,2.349e-23,1.643e-26,,1.283e-24,1.086e-27,2.134e-37,1.122e-24,2.594e-26,4.759e-40,2.108e+0,7.527e-31,,5.553e-24,7.915e-26,1.034e-17,7.727e-1,1.402e-20,1.972e-8,4.024e-28,3.204e-27,7.628e-27,3.735e-28,3.698e+0,1.428e-1,8.117e-11,7.010e-1,,6.909e-37,1.744e-26,5.120e-8,6.110e-24,7.225e-29,4.883e-24,4.985e-25,,1.108e-2,
508.43,7.338e+0,1.118e-24,1.088e-59,,3.598e-29,3.574e-37,1.924e-54,2.616e-39,,7.944e-67,2.350e-23,1.644e-26,,1.283e-24,1.082e-27,2.133e-37,1.122e-24,2.590e-26,4.683e-40,2.108e+0,7.521e-31,,5.556e-24,7.921e-26,8.993e-18,1.157e+0,2.652e-21,1.865e-8,4.047e-28,3.207e-27,7.645e-27,3.737e-28,3.262e+0,1.330e-1,7.570e-11,6.654e-1,,6.914e-37,1.745e-26,9.403e-8,6.110e-24,7.229e-29,4.888e-24,5.155e-25,,1.172e-2,
508.45,7.294e+0,1.120e-24,1.067e-59,,3.613e-29,3.580e-37,1.933e-54,6.144e-28,,7.945e-67,2.351e-23,1.645e-26,,1.283e-24,1.078e-27,2.131e-37,1.123e-24,2.586e-26,4.607e-40,2.051e+0,7.516e-31,,5.559e-24,7.928e-26,7.609e-18,1.684e+0,4.878e-22,1.716e-8,4.071e-28,3.210e-27,7.662e-27,3.739e-28,2.799e+0,1.273e-1,6.867e-11,6.218e-1,,6.919e-37,1.746e-26,1.680e-7,6.111e-24,7.234e-29,4.893e-24,5.325e-25,,1.205e-2,
508.46,7.312e+0,1.122e-24,1.057e-59,,3.620e-29,3.583e-37,1.937e-54,9.216e-28,,7.945e-67,2.352e-23,1.646e-26,,1.283e-24,1.077e-27,2.130e-37,1.123e-24,2.584e-26,4.569e-40,2.001e+0,7.513e-31,,5.561e-24,7.932e-26,6.926e-18,2.011e+0,2.070e-22,1.628e-8,4.083e-28,3.211e-27,7.671e-27,3.739e-28,2.565e+0,1.261e-1,6.473e-11,5.970e-1,,6.922e-37,1.746e-26,2.223e-7,6.111e-24,7.236e-29,4.895e-24,5.410e-25,,1.209e-2,
508.48,7.466e+0,1.124e-24,1.036e-59,,3.635e-29,3.588e-37,1.945e-54,1.536e-27,,7.946e-67,2.353e-23,1.647e-26,,1.283e-24,1.073e-27,2.129e-37,1.123e-24,2.579e-26,4.493e-40,1.867e+0,7.507e-31,,5.564e-24,7.939e-26,5.620e-18,2.808e+0,3.652e-23,1.437e-8,4.107e-28,3.214e-27,7.688e-27,3.741e-28,2.111e+0,1.267e-1,5.633e-11,5.419e-1,,6.927e-37,1.747e-26,3.813e-7,6.112e-24,7.240e-29,4.900e-24,5.580e-25,,1.192e-2,
