Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
404.5,2.093e+3,2.093e+3,2.815e-16
404.52,1.813e+3,1.813e+3,2.816e-16
404.55,1.763e+3,1.763e+3,2.817e-16
404.57,1.955e+3,1.955e+3,2.818e-16
404.6,2.554e+3,2.554e+3,2.819e-16
404.62,3.150e+3,3.150e+3,2.820e-16
404.65,4.318e+3,4.318e+3,2.821e-16
404.67,5.259e+3,5.259e+3,2.822e-16
404.7,6.862e+3,6.862e+3,2.823e-16
404.72,8.011e+3,8.011e+3,2.824e-16
404.74,9.179e+3,9.179e+3,2.825e-16
404.77,1.086e+4,1.086e+4,2.826e-16
404.79,1.186e+4,1.186e+4,2.826e-16
404.82,1.305e+4,1.305e+4,2.828e-16
404.84,1.357e+4,1.357e+4,2.828e-16
404.87,1.389e+4,1.389e+4,2.829e-16
404.89,1.377e+4,1.377e+4,2.830e-16
404.92,1.311e+4,1.311e+4,2.831e-16
404.94,1.240e+4,1.240e+4,2.832e-16
404.97,1.102e+4,1.102e+4,2.833e-16
404.99,9.969e+3,9.969e+3,2.834e-16
405.02,8.322e+3,8.322e+3,2.835e-16
405.04,7.249e+3,7.249e+3,2.836e-16
405.06,6.246e+3,6.246e+3,2.837e-16
405.09,4.939e+3,4.939e+3,2.838e-16
405.11,4.229e+3,4.229e+3,2.839e-16
405.14,3.435e+3,3.435e+3,2.840e-16
405.16,3.090e+3,3.090e+3,2.840e-16
405.19,2.849e+3,2.849e+3,2.842e-16
405.21,2.871e+3,2.871e+3,2.842e-16
405.24,3.174e+3,3.174e+3,2.843e-16
405.26,3.558e+3,3.558e+3,2.844e-16
405.29,4.414e+3,4.414e+3,2.845e-16
405.31,5.172e+3,5.172e+3,2.846e-16
405.34,6.579e+3,6.579e+3,2.847e-16
405.36,7.679e+3,7.679e+3,2.848e-16
405.38,8.881e+3,8.881e+3,2.849e-16
405.41,1.080e+4,1.080e+4,2.850e-16
405.43,1.209e+4,1.209e+4,2.851e-16
405.46,1.391e+4,1.391e+4,2.852e-16
405.48,1.497e+4,1.497e+4,2.853e-16
405.51,1.619e+4,1.619e+4,2.854e-16
405.53,1.670e+4,1.670e+4,2.854e-16
405.56,1.696e+4,1.696e+4,2.856e-16
405.58,1.681e+4,1.681e+4,2.856e-16
405.61,1.614e+4,1.614e+4,2.857e-16
405.63,1.547e+4,1.547e+4,2.858e-16
405.66,1.427e+4,1.427e+4,2.859e-16
405.68,1.342e+4,1.342e+4,2.860e-16
405.7,1.259e+4,1.259e+4,2.861e-16
405.73,1.150e+4,1.150e+4,2.862e-16
405.75,1.090e+4,1.090e+4,2.863e-16
405.78,1.024e+4,1.024e+4,2.864e-16
405.8,9.940e+3,9.940e+3,2.865e-16
405.83,9.635e+3,9.635e+3,2.866e-16
405.85,9.488e+3,9.488e+3,2.867e-16
405.88,9.274e+3,9.274e+3,2.868e-16
405.9,9.096e+3,9.096e+3,2.868e-16
405.93,8.737e+3,8.737e+3,2.870e-16
405.95,8.426e+3,8.426e+3,2.870e-16
405.98,7.870e+3,7.870e+3,2.871e-16
406,7.459e+3,7.459e+3,2.872e-16
406.02,7.041e+3,7.041e+3,2.873e-16
406.05,6.447e+3,6.447e+3,2.874e-16
406.07,6.104e+3,6.104e+3,2.875e-16
406.1,5.708e+3,5.708e+3,2.876e-16
406.12,5.538e+3,5.538e+3,2.877e-16
406.15,5.430e+3,5.430e+3,2.878e-16
406.17,5.450e+3,5.450e+3,2.879e-16
406.2,5.590e+3,5.590e+3,2.880e-16
406.22,5.737e+3,5.737e+3,2.881e-16
406.25,5.991e+3,5.991e+3,2.882e-16
406.27,6.157e+3,6.157e+3,2.882e-16
406.3,6.358e+3,6.358e+3,2.884e-16
406.32,6.437e+3,6.437e+3,2.884e-16
406.34,6.460e+3,6.460e+3,2.885e-16
406.37,6.373e+3,6.373e+3,2.886e-16
406.39,6.231e+3,6.231e+3,2.887e-16
406.42,5.899e+3,5.899e+3,2.888e-16
406.44,5.608e+3,5.608e+3,2.889e-16
406.47,5.088e+3,5.088e+3,2.890e-16
406.49,4.703e+3,4.703e+3,2.891e-16
406.52,4.096e+3,4.096e+3,2.892e-16
406.54,3.688e+3,3.688e+3,2.893e-16
406.57,3.094e+3,3.094e+3,2.894e-16
406.59,2.721e+3,2.721e+3,2.895e-16
406.62,2.213e+3,2.213e+3,2.896e-16
406.64,1.915e+3,1.915e+3,2.896e-16
406.66,1.652e+3,1.652e+3,2.897e-16
406.69,1.332e+3,1.332e+3,2.898e-16
406.71,1.168e+3,1.168e+3,2.899e-16
406.74,1.002e+3,1.002e+3,2.900e-16
406.76,9.431e+2,9.431e+2,2.901e-16
406.79,9.303e+2,9.303e+2,2.902e-16
406.81,9.690e+2,9.690e+2,2.903e-16
406.84,1.089e+3,1.089e+3,2.904e-16
406.86,1.203e+3,1.203e+3,2.905e-16
406.89,1.407e+3,1.407e+3,2.906e-16
406.91,1.554e+3,1.554e+3,2.907e-16
406.94,1.768e+3,1.768e+3,2.908e-16
406.96,1.893e+3,1.893e+3,2.909e-16
406.98,1.995e+3,1.995e+3,2.909e-16
407.01,2.088e+3,2.088e+3,2.910e-16
407.03,2.105e+3,2.105e+3,2.911e-16
407.06,2.056e+3,2.056e+3,2.912e-16
407.08,1.978e+3,1.978e+3,2.913e-16
407.11,1.800e+3,1.800e+3,2.914e-16
407.13,1.652e+3,1.652e+3,2.915e-16
407.16,1.402e+3,1.402e+3,2.916e-16
407.18,1.229e+3,1.229e+3,2.917e-16
407.21,9.765e+2,9.765e+2,2.918e-16
407.23,8.219e+2,8.219e+2,2.919e-16
407.25,6.831e+2,6.831e+2,2.920e-16
407.28,5.100e+2,5.100e+2,2.921e-16
407.3,4.192e+2,4.192e+2,2.921e-16
407.33,3.190e+2,3.190e+2,2.923e-16
407.35,2.740e+2,2.740e+2,2.923e-16
407.38,2.337e+2,2.337e+2,2.924e-16
407.4,2.218e+2,2.218e+2,2.925e-16
407.43,2.212e+2,2.212e+2,2.926e-16
407.45,2.299e+2,2.299e+2,2.927e-16
407.48,2.550e+2,2.550e+2,2.928e-16
407.5,2.803e+2,2.803e+2,2.929e-16
407.53,3.358e+2,3.358e+2,2.930e-16
407.55,3.894e+2,3.894e+2,2.931e-16
407.57,4.617e+2,4.617e+2,2.932e-16
407.6,6.188e+2,6.188e+2,2.933e-16
407.62,7.664e+2,7.664e+2,2.934e-16
407.65,1.071e+3,1.071e+3,2.935e-16
407.67,1.339e+3,1.339e+3,2.935e-16
407.7,1.851e+3,1.851e+3,2.937e-16
407.72,2.268e+3,2.268e+3,2.937e-16
407.75,2.999e+3,2.999e+3,2.938e-16
407.77,3.545e+3,3.545e+3,2.939e-16
407.8,4.416e+3,4.416e+3,2.940e-16
407.82,5.006e+3,5.006e+3,2.941e-16
407.85,5.851e+3,5.851e+3,2.942e-16
407.87,6.357e+3,6.357e+3,2.943e-16
407.89,6.798e+3,6.798e+3,2.944e-16
407.92,7.314e+3,7.314e+3,2.945e-16
407.94,7.558e+3,7.558e+3,2.946e-16
407.97,7.798e+3,7.798e+3,2.947e-16
407.99,7.905e+3,7.905e+3,2.948e-16
408.02,8.062e+3,8.062e+3,2.949e-16
408.04,8.217e+3,8.217e+3,2.949e-16
408.07,8.617e+3,8.617e+3,2.951e-16
408.09,9.040e+3,9.040e+3,2.951e-16
408.12,9.956e+3,9.956e+3,2.952e-16
408.14,1.076e+4,1.076e+4,2.953e-16
408.17,1.221e+4,1.221e+4,2.954e-16
408.19,1.330e+4,1.330e+4,2.955e-16
408.21,1.441e+4,1.441e+4,2.956e-16
408.24,1.602e+4,1.602e+4,2.957e-16
408.26,1.695e+4,1.695e+4,2.958e-16
408.29,1.798e+4,1.798e+4,2.959e-16
408.31,1.835e+4,1.835e+4,2.960e-16
408.34,1.835e+4,1.835e+4,2.961e-16
408.36,1.797e+4,1.797e+4,2.962e-16
408.39,1.686e+4,1.686e+4,2.963e-16
408.41,1.580e+4,1.580e+4,2.963e-16
408.44,1.387e+4,1.387e+4,2.965e-16
408.46,1.243e+4,1.243e+4,2.965e-16
408.49,1.020e+4,1.020e+4,2.966e-16
408.51,8.742e+3,8.742e+3,2.967e-16
408.53,7.358e+3,7.358e+3,2.968e-16
408.56,5.495e+3,5.495e+3,2.969e-16
408.58,4.425e+3,4.425e+3,2.970e-16
408.61,3.101e+3,3.101e+3,2.971e-16
408.63,2.402e+3,2.402e+3,2.972e-16
408.66,1.605e+3,1.605e+3,2.973e-16
408.68,1.220e+3,1.220e+3,2.974e-16
408.71,8.245e+2,8.245e+2,2.975e-16
408.73,6.580e+2,6.580e+2,2.976e-16
408.76,5.185e+2,5.185e+2,2.977e-16
408.78,4.810e+2,4.810e+2,2.977e-16
408.81,4.825e+2,4.825e+2,2.979e-16
408.83,5.098e+2,5.098e+2,2.979e-16
408.85,5.504e+2,5.504e+2,2.980e-16
408.88,6.239e+2,6.239e+2,2.981e-16
408.9,6.748e+2,6.748e+2,2.982e-16
408.93,7.453e+2,7.453e+2,2.983e-16
408.95,7.846e+2,7.846e+2,2.984e-16
408.98,8.277e+2,8.277e+2,2.985e-16
409,8.449e+2,8.449e+2,2.986e-16
409.03,8.535e+2,8.535e+2,2.987e-16
409.05,8.489e+2,8.489e+2,2.988e-16
409.08,8.295e+2,8.295e+2,2.989e-16
409.1,8.103e+2,8.103e+2,2.990e-16
409.13,7.754e+2,7.754e+2,2.991e-16
409.15,7.494e+2,7.494e+2,2.991e-16
409.17,7.221e+2,7.221e+2,2.992e-16
409.2,6.791e+2,6.791e+2,2.993e-16
409.22,6.490e+2,6.490e+2,2.994e-16
409.25,6.011e+2,6.011e+2,2.995e-16
409.27,5.670e+2,5.670e+2,2.996e-16
409.3,5.122e+2,5.122e+2,2.997e-16
409.32,4.735e+2,4.735e+2,2.998e-16
409.35,4.131e+2,4.131e+2,2.999e-16
409.37,3.721e+2,3.721e+2,3.000e-16
409.4,3.113e+2,3.113e+2,3.001e-16
409.42,2.723e+2,2.723e+2,3.002e-16
409.45,2.178e+2,2.178e+2,3.003e-16
409.47,1.849e+2,1.849e+2,3.004e-16
409.49,1.552e+2,1.552e+2,3.004e-16
409.52,1.171e+2,1.171e+2,3.005e-16
409.54,9.606e+1,9.606e+1,3.006e-16
409.57,7.109e+1,7.109e+1,3.007e-16
409.59,5.862e+1,5.862e+1,3.008e-16
409.62,4.576e+1,4.576e+1,3.009e-16
409.64,4.084e+1,4.084e+1,3.010e-16
409.67,3.849e+1,3.849e+1,3.011e-16
409.69,4.002e+1,4.002e+1,3.012e-16
409.72,4.646e+1,4.646e+1,3.013e-16
409.74,5.317e+1,5.317e+1,3.014e-16
409.77,6.613e+1,6.613e+1,3.015e-16
409.79,7.617e+1,7.617e+1,3.016e-16
409.81,8.681e+1,8.681e+1,3.016e-16
409.84,1.028e+2,1.028e+2,3.018e-16
409.86,1.127e+2,1.127e+2,3.018e-16
409.89,1.252e+2,1.252e+2,3.019e-16
409.91,1.312e+2,1.312e+2,3.020e-16
409.94,1.359e+2,1.359e+2,3.021e-16
409.96,1.360e+2,1.360e+2,3.022e-16
409.99,1.314e+2,1.314e+2,3.023e-16
410.01,1.256e+2,1.256e+2,3.024e-16
410.04,1.136e+2,1.136e+2,3.025e-16
410.06,1.042e+2,1.042e+2,3.026e-16
410.09,8.963e+1,8.963e+1,3.027e-16
410.11,8.049e+1,8.049e+1,3.028e-16
410.13,7.262e+1,7.262e+1,3.028e-16
410.16,6.464e+1,6.464e+1,3.030e-16
410.18,6.281e+1,6.281e+1,3.030e-16
410.21,6.676e+1,6.676e+1,3.032e-16
410.23,7.466e+1,7.466e+1,3.032e-16
410.26,9.550e+1,9.550e+1,3.033e-16
410.28,1.159e+2,1.159e+2,3.034e-16
410.31,1.564e+2,1.564e+2,3.035e-16
410.33,1.898e+2,1.898e+2,3.036e-16
410.36,2.482e+2,2.482e+2,3.037e-16
410.38,2.915e+2,2.915e+2,3.038e-16
410.41,3.598e+2,3.598e+2,3.039e-16
410.43,4.055e+2,4.055e+2,3.040e-16
410.45,4.493e+2,4.493e+2,3.041e-16
410.48,5.080e+2,5.080e+2,3.042e-16
410.5,5.404e+2,5.404e+2,3.042e-16
410.53,5.763e+2,5.763e+2,3.044e-16
410.55,5.909e+2,5.909e+2,3.044e-16
410.58,5.988e+2,5.988e+2,3.046e-16
410.6,5.954e+2,5.954e+2,3.046e-16
410.63,5.794e+2,5.794e+2,3.047e-16
410.65,5.630e+2,5.630e+2,3.048e-16
410.68,5.322e+2,5.322e+2,3.049e-16
410.7,5.089e+2,5.089e+2,3.050e-16
410.73,4.713e+2,4.713e+2,3.051e-16
410.75,4.451e+2,4.451e+2,3.052e-16
410.77,4.180e+2,4.180e+2,3.053e-16
410.8,3.761e+2,3.761e+2,3.054e-16
410.82,3.473e+2,3.473e+2,3.055e-16
410.85,3.031e+2,3.031e+2,3.056e-16
410.87,2.734e+2,2.734e+2,3.056e-16
410.9,2.292e+2,2.292e+2,3.058e-16
410.92,2.009e+2,2.009e+2,3.058e-16
410.95,1.616e+2,1.616e+2,3.060e-16
410.97,1.385e+2,1.385e+2,3.060e-16
411,1.098e+2,1.098e+2,3.061e-16
411.02,9.569e+1,9.569e+1,3.062e-16
411.05,8.310e+1,8.310e+1,3.063e-16
411.07,8.116e+1,8.116e+1,3.064e-16
411.09,8.490e+1,8.490e+1,3.065e-16
411.12,1.020e+2,1.020e+2,3.066e-16
411.14,1.215e+2,1.215e+2,3.067e-16
411.17,1.633e+2,1.633e+2,3.068e-16
411.19,1.996e+2,1.996e+2,3.069e-16
411.22,2.656e+2,2.656e+2,3.070e-16
411.24,3.162e+2,3.162e+2,3.070e-16
411.27,3.990e+2,3.990e+2,3.072e-16
411.29,4.564e+2,4.564e+2,3.072e-16
411.32,5.410e+2,5.410e+2,3.074e-16
411.34,5.933e+2,5.933e+2,3.074e-16
411.37,6.601e+2,6.601e+2,3.075e-16
411.39,6.944e+2,6.944e+2,3.076e-16
411.41,7.188e+2,7.188e+2,3.077e-16
411.44,7.354e+2,7.354e+2,3.078e-16
411.46,7.329e+2,7.329e+2,3.079e-16
411.49,7.102e+2,7.102e+2,3.080e-16
411.51,6.842e+2,6.842e+2,3.081e-16
411.54,6.325e+2,6.325e+2,3.082e-16
411.56,5.920e+2,5.920e+2,3.083e-16
411.59,5.261e+2,5.261e+2,3.084e-16
411.61,4.808e+2,4.808e+2,3.084e-16
411.64,4.136e+2,4.136e+2,3.086e-16
411.66,3.704e+2,3.704e+2,3.086e-16
411.69,3.094e+2,3.094e+2,3.088e-16
411.71,2.718e+2,2.718e+2,3.088e-16
411.73,2.368e+2,2.368e+2,3.089e-16
411.76,1.897e+2,1.897e+2,3.090e-16
411.78,1.619e+2,1.619e+2,3.091e-16
411.81,1.263e+2,1.263e+2,3.092e-16
411.83,1.067e+2,1.067e+2,3.093e-16
411.86,8.399e+1,8.399e+1,3.094e-16
411.88,7.360e+1,7.360e+1,3.095e-16
411.91,6.569e+1,6.569e+1,3.096e-16
411.93,6.588e+1,6.588e+1,3.097e-16
411.96,7.501e+1,7.501e+1,3.098e-16
411.98,8.733e+1,8.733e+1,3.098e-16
412.01,1.156e+2,1.156e+2,3.100e-16
412.03,1.410e+2,1.410e+2,3.100e-16
412.05,1.715e+2,1.715e+2,3.101e-16
412.08,2.260e+2,2.260e+2,3.102e-16
412.1,2.671e+2,2.671e+2,3.103e-16
412.13,3.333e+2,3.333e+2,3.104e-16
412.15,3.783e+2,3.783e+2,3.105e-16
412.18,4.434e+2,4.434e+2,3.106e-16
412.2,4.825e+2,4.825e+2,3.107e-16
412.23,5.306e+2,5.306e+2,3.108e-16
412.25,5.537e+2,5.537e+2,3.109e-16
412.28,5.725e+2,5.725e+2,3.110e-16
412.3,5.738e+2,5.738e+2,3.111e-16
412.33,5.597e+2,5.597e+2,3.112e-16
412.35,5.407e+2,5.407e+2,3.112e-16
412.37,5.153e+2,5.153e+2,3.113e-16
412.4,4.688e+2,4.688e+2,3.114e-16
412.42,4.343e+2,4.343e+2,3.115e-16
412.45,3.811e+2,3.811e+2,3.116e-16
412.47,3.464e+2,3.464e+2,3.117e-16
412.5,2.977e+2,2.977e+2,3.118e-16
412.52,2.682e+2,2.682e+2,3.119e-16
412.55,2.287e+2,2.287e+2,3.120e-16
412.57,2.053e+2,2.053e+2,3.121e-16
412.6,1.742e+2,1.742e+2,3.122e-16
412.62,1.556e+2,1.556e+2,3.123e-16
412.65,1.302e+2,1.302e+2,3.124e-16
412.67,1.146e+2,1.146e+2,3.125e-16
412.69,1.001e+2,1.001e+2,3.125e-16
412.72,8.019e+1,8.019e+1,3.126e-16
412.74,6.825e+1,6.825e+1,3.127e-16
412.77,5.255e+1,5.255e+1,3.128e-16
412.79,4.371e+1,4.371e+1,3.129e-16
412.82,3.312e+1,3.312e+1,3.130e-16
412.84,2.795e+1,2.795e+1,3.131e-16
412.87,2.318e+1,2.318e+1,3.132e-16
412.89,2.207e+1,2.207e+1,3.133e-16
412.92,2.365e+1,2.365e+1,3.134e-16
412.94,2.697e+1,2.697e+1,3.135e-16
412.96,3.221e+1,3.221e+1,3.136e-16
412.99,4.392e+1,4.392e+1,3.137e-16
413.01,5.450e+1,5.450e+1,3.137e-16
413.04,7.499e+1,7.499e+1,3.139e-16
413.06,9.209e+1,9.209e+1,3.139e-16
413.09,1.237e+2,1.237e+2,3.140e-16
413.11,1.495e+2,1.495e+2,3.141e-16
413.14,1.969e+2,1.969e+2,3.142e-16
413.16,2.354e+2,2.354e+2,3.143e-16
413.19,3.061e+2,3.061e+2,3.144e-16
413.21,3.634e+2,3.634e+2,3.145e-16
413.24,4.669e+2,4.669e+2,3.146e-16
413.26,5.485e+2,5.485e+2,3.147e-16
413.28,6.403e+2,6.403e+2,3.148e-16
413.31,7.954e+2,7.954e+2,3.149e-16
413.33,9.079e+2,9.079e+2,3.150e-16
413.36,1.083e+3,1.083e+3,3.151e-16
413.38,1.198e+3,1.198e+3,3.151e-16
413.41,1.356e+3,1.356e+3,3.153e-16
413.43,1.445e+3,1.445e+3,3.153e-16
413.46,1.542e+3,1.542e+3,3.154e-16
413.48,1.576e+3,1.576e+3,3.155e-16
413.51,1.576e+3,1.576e+3,3.156e-16
413.53,1.542e+3,1.542e+3,3.157e-16
413.56,1.443e+3,1.443e+3,3.158e-16
413.58,1.350e+3,1.350e+3,3.159e-16
413.6,1.240e+3,1.240e+3,3.160e-16
413.63,1.057e+3,1.057e+3,3.161e-16
413.65,9.296e+2,9.296e+2,3.162e-16
413.68,7.454e+2,7.454e+2,3.163e-16
413.7,6.333e+2,6.333e+2,3.164e-16
413.73,4.902e+2,4.902e+2,3.165e-16
413.75,4.150e+2,4.150e+2,3.165e-16
413.78,3.365e+2,3.365e+2,3.167e-16
413.8,3.079e+2,3.079e+2,3.167e-16
413.83,3.006e+2,3.006e+2,3.168e-16
413.85,3.186e+2,3.186e+2,3.169e-16
413.88,3.771e+2,3.771e+2,3.170e-16
413.9,4.347e+2,4.347e+2,3.171e-16
413.92,5.045e+2,5.045e+2,3.172e-16
413.95,6.261e+2,6.261e+2,3.173e-16
413.97,7.133e+2,7.133e+2,3.174e-16
414,8.436e+2,8.436e+2,3.175e-16
414.02,9.240e+2,9.240e+2,3.176e-16
414.05,1.024e+3,1.024e+3,3.177e-16
414.07,1.073e+3,1.073e+3,3.178e-16
414.1,1.111e+3,1.111e+3,3.179e-16
414.12,1.110e+3,1.110e+3,3.179e-16
414.15,1.072e+3,1.072e+3,3.181e-16
414.17,1.023e+3,1.023e+3,3.181e-16
414.2,9.216e+2,9.216e+2,3.182e-16
414.22,8.397e+2,8.397e+2,3.183e-16
414.24,7.512e+2,7.512e+2,3.184e-16
414.27,6.144e+2,6.144e+2,3.185e-16
414.29,5.257e+2,5.257e+2,3.186e-16
414.32,4.036e+2,4.036e+2,3.187e-16
414.34,3.328e+2,3.328e+2,3.188e-16
414.37,2.457e+2,2.457e+2,3.189e-16
414.39,2.014e+2,2.014e+2,3.190e-16
414.42,1.564e+2,1.564e+2,3.191e-16
414.44,1.405e+2,1.405e+2,3.192e-16
414.47,1.373e+2,1.373e+2,3.193e-16
414.49,1.486e+2,1.486e+2,3.193e-16
414.52,1.854e+2,1.854e+2,3.195e-16
414.54,2.228e+2,2.228e+2,3.195e-16
414.56,2.703e+2,2.703e+2,3.196e-16
414.59,3.593e+2,3.593e+2,3.197e-16
414.61,4.293e+2,4.293e+2,3.198e-16
414.64,5.476e+2,5.476e+2,3.199e-16
414.66,6.325e+2,6.325e+2,3.200e-16
414.69,7.636e+2,7.636e+2,3.201e-16
414.71,8.494e+2,8.494e+2,3.202e-16
414.74,9.681e+2,9.681e+2,3.203e-16
414.76,1.036e+3,1.036e+3,3.204e-16
414.79,1.115e+3,1.115e+3,3.205e-16
414.81,1.148e+3,1.148e+3,3.206e-16
414.84,1.164e+3,1.164e+3,3.207e-16
414.86,1.153e+3,1.153e+3,3.207e-16
414.88,1.123e+3,1.123e+3,3.208e-16
414.91,1.048e+3,1.048e+3,3.209e-16
414.93,9.813e+2,9.813e+2,3.210e-16
414.96,8.620e+2,8.620e+2,3.211e-16
414.98,7.746e+2,7.746e+2,3.212e-16
415.01,6.395e+2,6.395e+2,3.213e-16
415.03,5.511e+2,5.511e+2,3.214e-16
415.06,4.271e+2,4.271e+2,3.215e-16
415.08,3.528e+2,3.528e+2,3.216e-16
415.11,2.564e+2,2.564e+2,3.217e-16
415.13,2.028e+2,2.028e+2,3.218e-16
415.16,1.380e+2,1.380e+2,3.219e-16
415.18,1.045e+2,1.045e+2,3.220e-16
415.2,7.770e+1,7.770e+1,3.220e-16
415.23,4.819e+1,4.819e+1,3.221e-16
415.25,3.427e+1,3.427e+1,3.222e-16
415.28,1.987e+1,1.987e+1,3.223e-16
415.3,1.351e+1,1.351e+1,3.224e-16
415.33,7.322e+0,7.322e+0,3.225e-16
415.35,4.757e+0,4.757e+0,3.226e-16
415.38,2.408e+0,2.408e+0,3.227e-16
415.4,1.494e+0,1.494e+0,3.228e-16
415.43,7.062e-1,7.062e-1,3.229e-16
415.45,4.188e-1,4.188e-1,3.230e-16
415.48,1.847e-1,1.847e-1,3.231e-16
415.5,1.046e-1,1.046e-1,3.232e-16
415.52,5.816e-2,5.816e-2,3.232e-16
415.55,2.329e-2,2.329e-2,3.234e-16
415.57,1.237e-2,1.237e-2,3.234e-16
415.6,4.621e-3,4.621e-3,3.235e-16
415.62,2.344e-3,2.344e-3,3.236e-16
415.65,8.227e-4,8.227e-4,3.237e-16
415.67,4.087e-4,4.087e-4,3.238e-16
415.7,1.703e-4,1.703e-4,3.239e-16
415.72,1.460e-4,1.460e-4,3.240e-16
415.75,2.675e-4,2.675e-4,3.241e-16
415.77,5.017e-4,5.017e-4,3.242e-16
415.8,1.330e-3,1.330e-3,3.243e-16
415.82,2.510e-3,2.510e-3,3.244e-16
415.84,4.655e-3,4.655e-3,3.245e-16
415.87,1.136e-2,1.136e-2,3.246e-16
415.89,2.013e-2,2.013e-2,3.246e-16
415.92,4.585e-2,4.585e-2,3.248e-16
415.94,7.756e-2,7.756e-2,3.248e-16
415.97,1.649e-1,1.649e-1,3.249e-16
415.99,2.663e-1,2.663e-1,3.250e-16
416.02,5.283e-1,5.283e-1,3.251e-16
416.04,8.149e-1,8.149e-1,3.252e-16
416.07,1.508e+0,1.508e+0,3.253e-16
416.09,2.222e+0,2.222e+0,3.254e-16
416.12,3.838e+0,3.838e+0,3.255e-16
416.14,5.399e+0,5.399e+0,3.256e-16
416.16,7.456e+0,7.456e+0,3.257e-16
416.19,1.169e+1,1.169e+1,3.258e-16
416.21,1.541e+1,1.541e+1,3.259e-16
416.24,2.255e+1,2.255e+1,3.260e-16
416.26,2.840e+1,2.840e+1,3.260e-16
416.29,3.877e+1,3.877e+1,3.262e-16
416.31,4.662e+1,4.662e+1,3.262e-16
416.34,5.940e+1,5.940e+1,3.263e-16
416.36,6.821e+1,6.821e+1,3.264e-16
416.39,8.109e+1,8.109e+1,3.265e-16
416.41,8.892e+1,8.892e+1,3.266e-16
416.44,9.865e+1,9.865e+1,3.267e-16
416.46,1.033e+2,1.033e+2,3.268e-16
416.48,1.062e+2,1.062e+2,3.269e-16
416.51,1.069e+2,1.069e+2,3.270e-16
416.53,1.050e+2,1.050e+2,3.271e-16
416.56,9.865e+1,9.865e+1,3.272e-16
416.58,9.248e+1,9.248e+1,3.273e-16
416.61,8.109e+1,8.109e+1,3.274e-16
416.63,7.259e+1,7.259e+1,3.274e-16
416.66,5.940e+1,5.940e+1,3.276e-16
416.68,5.078e+1,5.078e+1,3.276e-16
416.71,3.877e+1,3.877e+1,3.277e-16
416.73,3.165e+1,3.165e+1,3.278e-16
416.76,2.255e+1,2.255e+1,3.279e-16
416.78,1.758e+1,1.758e+1,3.280e-16
416.8,1.345e+1,1.345e+1,3.281e-16
416.83,8.701e+0,8.701e+0,3.282e-16
416.85,6.359e+0,6.359e+0,3.283e-16
416.88,3.839e+0,3.839e+0,3.284e-16
416.9,2.681e+0,2.681e+0,3.285e-16
416.93,1.515e+0,1.515e+0,3.286e-16
416.95,1.018e+0,1.018e+0,3.287e-16
416.98,5.605e-1,5.605e-1,3.288e-16
417,3.957e-1,3.957e-1,3.288e-16
417.03,3.095e-1,3.095e-1,3.290e-16
417.05,3.556e-1,3.556e-1,3.290e-16
417.08,6.249e-1,6.249e-1,3.291e-16
417.1,1.003e+0,1.003e+0,3.292e-16
417.12,1.633e+0,1.633e+0,3.293e-16
417.15,3.337e+0,3.337e+0,3.294e-16
417.17,5.273e+0,5.273e+0,3.295e-16
417.2,1.013e+1,1.013e+1,3.296e-16
417.22,1.531e+1,1.531e+1,3.297e-16
417.25,2.746e+1,2.746e+1,3.298e-16
417.27,3.964e+1,3.964e+1,3.299e-16
417.3,6.640e+1,6.640e+1,3.300e-16
417.32,9.154e+1,9.154e+1,3.301e-16
417.35,1.432e+2,1.432e+2,3.302e-16
417.37,1.885e+2,1.885e+2,3.302e-16
417.4,2.752e+2,2.752e+2,3.304e-16
417.42,3.461e+2,3.461e+2,3.304e-16
417.44,4.274e+2,4.274e+2,3.305e-16
417.47,5.666e+2,5.666e+2,3.306e-16
417.49,6.684e+2,6.684e+2,3.307e-16
417.52,8.272e+2,8.272e+2,3.308e-16
417.54,9.320e+2,9.320e+2,3.309e-16
417.57,1.077e+3,1.077e+3,3.310e-16
417.59,1.159e+3,1.159e+3,3.311e-16
417.62,1.250e+3,1.250e+3,3.312e-16
417.64,1.285e+3,1.285e+3,3.313e-16
417.67,1.294e+3,1.294e+3,3.314e-16
417.69,1.271e+3,1.271e+3,3.315e-16
417.72,1.195e+3,1.195e+3,3.316e-16
417.74,1.121e+3,1.121e+3,3.316e-16
417.76,1.034e+3,1.034e+3,3.317e-16
417.79,8.849e+2,8.849e+2,3.318e-16
417.81,7.811e+2,7.811e+2,3.319e-16
417.84,6.291e+2,6.291e+2,3.320e-16
417.86,5.354e+2,5.354e+2,3.321e-16
417.89,4.131e+2,4.131e+2,3.322e-16
417.91,3.463e+2,3.463e+2,3.323e-16
417.94,2.703e+2,2.703e+2,3.324e-16
417.96,2.356e+2,2.356e+2,3.325e-16
417.99,2.061e+2,2.061e+2,3.326e-16
418.01,1.996e+2,1.996e+2,3.327e-16
418.04,2.060e+2,2.060e+2,3.328e-16
418.06,2.185e+2,2.185e+2,3.329e-16
418.08,2.354e+2,2.354e+2,3.329e-16
418.11,2.650e+2,2.650e+2,3.330e-16
418.13,2.849e+2,2.849e+2,3.331e-16
418.16,3.109e+2,3.109e+2,3.332e-16
418.18,3.237e+2,3.237e+2,3.333e-16
418.21,3.335e+2,3.335e+2,3.334e-16
